chrom	start	end	frequency
chr1	2886000	2892000	28
chr1	2892000	2895000	27
chr1	2895000	2896000	33
chr1	2896000	2898000	41
chr1	2898000	2899000	44
chr1	2899000	2909000	47
chr1	2909000	2919000	46
chr1	2919000	2923000	44
chr1	2923000	2928000	43
chr1	2928000	2929000	44
chr1	2929000	2930000	43
chr1	2930000	2934000	44
chr1	2934000	2936000	43
chr1	2936000	2938000	44
chr1	2938000	2939000	42
chr1	2939000	2947000	41
chr1	2947000	2974000	40
chr1	2974000	2975000	9
chr1	2975000	2976000	8
chr1	2976000	2978000	7
chr1	2978000	2982000	6
chr1	2982000	2996000	5
chr1	2996000	2997000	6
chr1	2997000	3002000	7
chr1	3002000	3010000	7
chr1	3010000	3011000	6
chr1	3011000	3014000	9
chr1	3014000	3033000	11
chr1	3033000	3034000	10
chr1	3034000	3041000	9
chr1	3041000	3046000	3
chr1	3046000	3050000	7
chr1	3050000	3054000	8
chr1	3054000	3055000	9
chr1	3055000	3056000	10
chr1	3056000	3057000	13
chr1	3057000	3059000	16
chr1	3059000	3060000	14
chr1	3060000	3061000	13
chr1	3061000	3064000	15
chr1	3064000	3065000	14
chr1	3065000	3101000	13
chr1	3101000	3103000	10
chr1	3103000	3110000	11
chr1	3110000	3112000	10
chr1	3112000	3116000	6
chr1	3116000	3117000	5
chr1	3117000	3120000	4
chr1	3120000	3126000	4
chr1	3126000	3132000	4
chr1	3132000	3135000	5
chr1	3135000	3136000	6
chr1	3136000	3141000	8
chr1	3141000	3146000	9
chr1	3146000	3148000	10
chr1	3148000	3149000	11
chr1	3149000	3150000	17
chr1	3150000	3153000	16
chr1	3153000	3160000	17
chr1	3160000	3161000	18
chr1	3161000	3164000	21
chr1	3164000	3165000	26
chr1	3165000	3167000	29
chr1	3167000	3168000	28
chr1	3168000	3169000	26
chr1	3169000	3170000	27
chr1	3170000	3171000	28
chr1	3171000	3172000	27
chr1	3172000	3178000	26
chr1	3178000	3186000	25
chr1	3186000	3188000	26
chr1	3188000	3192000	28
chr1	3192000	3193000	29
chr1	3193000	3194000	32
chr1	3194000	3195000	33
chr1	3195000	3196000	37
chr1	3196000	3197000	39
chr1	3197000	3198000	41
chr1	3198000	3202000	49
chr1	3202000	3226000	50
chr1	3226000	3231000	51
chr1	3231000	3232000	51
chr1	3232000	3233000	50
chr1	3233000	3236000	51
chr1	3236000	3238000	50
chr1	3238000	3239000	50
chr1	3239000	3240000	61
chr1	3240000	3241000	58
chr1	3241000	3242000	47
chr1	3242000	3243000	46
chr1	3243000	3245000	44
chr1	3245000	3258000	42
chr1	3258000	3259000	33
chr1	3259000	3260000	27
chr1	3260000	3261000	25
chr1	3261000	3262000	9
chr1	3262000	3266000	7
chr1	3266000	3268000	3
chr1	3268000	3273000	1
chr1	3273000	3276000	2
chr1	3276000	3295000	1
chr1	3298000	3332000	2
chr1	3332000	3334000	3
chr1	3334000	3336000	4
chr1	3336000	3337000	6
chr1	3337000	3339000	7
chr1	3339000	3340000	10
chr1	3340000	3341000	21
chr1	3341000	3342000	22
chr1	3342000	3344000	23
chr1	3344000	3347000	24
chr1	3347000	3352000	25
chr1	3352000	3354000	26
chr1	3354000	3357000	27
chr1	3357000	3362000	29
chr1	3362000	3384000	34
chr1	3384000	3385000	35
chr1	3385000	3387000	38
chr1	3387000	3401000	34
chr1	3401000	3410000	32
chr1	3410000	3413000	29
chr1	3413000	3416000	31
chr1	3416000	3417000	30
chr1	3417000	3418000	29
chr1	3418000	3420000	31
chr1	3420000	3421000	34
chr1	3421000	3425000	46
chr1	3425000	3437000	47
chr1	3437000	3440000	48
chr1	3440000	3449000	47
chr1	3449000	3450000	46
chr1	3450000	3455000	45
chr1	3455000	3456000	26
chr1	3456000	3457000	25
chr1	3457000	3458000	24
chr1	3458000	3459000	18
chr1	3459000	3461000	5
chr1	3461000	3462000	4
chr1	3462000	3470000	3
chr1	3470000	3471000	4
chr1	3471000	3472000	5
chr1	3472000	3473000	6
chr1	3473000	3491000	9
chr1	3491000	3494000	10
chr1	3494000	3496000	11
chr1	3496000	3501000	14
chr1	3501000	3506000	15
chr1	3506000	3510000	17
chr1	3510000	3511000	18
chr1	3511000	3512000	18
chr1	3512000	3513000	17
chr1	3513000	3514000	20
chr1	3514000	3515000	21
chr1	3515000	3517000	20
chr1	3517000	3521000	18
chr1	3521000	3523000	19
chr1	3523000	3524000	20
chr1	3524000	3525000	21
chr1	3525000	3528000	22
chr1	3528000	3530000	24
chr1	3530000	3539000	26
chr1	3539000	3541000	27
chr1	3541000	3574000	31
chr1	3574000	3576000	18
chr1	3576000	3577000	12
chr1	3577000	3579000	11
chr1	3579000	3580000	14
chr1	3580000	3581000	15
chr1	3581000	3582000	23
chr1	3582000	3585000	28
chr1	3585000	3588000	29
chr1	3588000	3592000	30
chr1	3592000	3595000	29
chr1	3595000	3598000	30
chr1	3598000	3600000	33
chr1	3600000	3601000	34
chr1	3601000	3602000	39
chr1	3602000	3603000	44
chr1	3603000	3604000	45
chr1	3604000	3607000	57
chr1	3607000	3609000	58
chr1	3609000	3610000	59
chr1	3610000	3612000	57
chr1	3612000	3614000	56
chr1	3614000	3615000	57
chr1	3615000	3617000	59
chr1	3617000	3618000	58
chr1	3618000	3619000	57
chr1	3619000	3623000	51
chr1	3623000	3627000	50
chr1	3627000	3629000	49
chr1	3629000	3631000	51
chr1	3631000	3634000	50
chr1	3634000	3635000	51
chr1	3635000	3636000	50
chr1	3636000	3637000	49
chr1	3637000	3638000	49
chr1	3638000	3643000	49
chr1	3643000	3645000	51
chr1	3645000	3650000	50
chr1	3650000	3654000	49
chr1	3654000	3674000	48
chr1	3674000	3676000	47
chr1	3676000	3678000	25
chr1	3678000	3679000	24
chr1	3679000	3681000	25
chr1	3681000	3682000	20
chr1	3682000	3683000	26
chr1	3683000	3684000	25
chr1	3684000	3685000	23
chr1	3685000	3691000	20
chr1	3691000	3697000	21
chr1	3697000	3704000	20
chr1	3704000	3705000	19
chr1	3705000	3785000	20
chr1	3785000	3786000	19
chr1	3786000	3788000	9
chr1	3788000	3793000	6
chr1	3793000	3797000	11
chr1	3797000	3799000	14
chr1	3799000	3801000	15
chr1	3801000	3804000	16
chr1	3804000	3805000	16
chr1	3805000	3835000	18
chr1	3835000	3836000	5
chr1	3836000	3838000	4
chr1	3838000	3839000	3
chr1	3839000	3885000	2
chr1	3956000	4014000	1
chr1	4014000	4015000	3
chr1	4015000	4019000	5
chr1	4019000	4020000	7
chr1	4020000	4027000	8
chr1	4027000	4052000	17
chr1	4052000	4057000	19
chr1	4057000	4058000	18
chr1	4058000	4059000	14
chr1	4059000	4069000	13
chr1	4069000	4074000	17
chr1	4074000	4075000	19
chr1	4075000	4081000	22
chr1	4081000	4089000	23
chr1	4089000	4091000	27
chr1	4091000	4106000	26
chr1	4106000	4107000	28
chr1	4107000	4108000	23
chr1	4108000	4109000	19
chr1	4109000	4110000	18
chr1	4110000	4111000	16
chr1	4111000	4113000	8
chr1	4113000	4141000	5
chr1	4141000	4153000	4
chr1	4153000	4158000	3
chr1	4158000	4160000	4
chr1	4160000	4172000	5
chr1	4172000	4221000	4
chr1	4221000	4228000	3
chr1	4228000	4229000	5
chr1	4229000	4264000	11
chr1	4264000	4265000	9
chr1	4265000	4273000	7
chr1	4273000	4280000	3
chr1	4280000	4286000	2
chr1	4286000	4296000	1
chr1	4296000	4297000	2
chr1	4297000	4304000	1
chr1	4304000	4305000	3
chr1	4305000	4306000	7
chr1	4306000	4307000	12
chr1	4307000	4313000	33
chr1	4313000	4337000	34
chr1	4337000	4338000	11
chr1	4338000	4339000	5
chr1	4339000	4341000	3
chr1	4341000	4376000	1
chr1	4376000	4383000	2
chr1	4383000	4384000	3
chr1	4384000	4385000	5
chr1	4385000	4387000	5
chr1	4387000	4415000	12
chr1	4415000	4417000	13
chr1	4417000	4420000	14
chr1	4420000	4421000	16
chr1	4421000	4437000	23
chr1	4437000	4442000	22
chr1	4442000	4447000	21
chr1	4447000	4483000	20
chr1	4483000	4490000	13
chr1	4490000	4498000	12
chr1	4498000	4500000	10
chr1	4500000	4510000	11
chr1	4510000	4512000	10
chr1	4512000	4540000	2
chr1	4540000	4541000	1
chr1	4543000	4567000	3
chr1	4567000	4583000	7
chr1	4583000	4615000	4
chr1	4615000	4616000	3
chr1	4647000	4657000	2
chr1	4657000	4659000	1
chr1	4689000	4692000	1
chr1	4692000	4697000	13
chr1	4697000	4698000	14
chr1	4698000	4701000	15
chr1	4701000	4712000	17
chr1	4712000	4721000	15
chr1	4721000	4731000	17
chr1	4731000	4734000	16
chr1	4734000	4736000	15
chr1	4736000	4750000	19
chr1	4750000	4751000	12
chr1	4751000	4752000	10
chr1	4752000	4755000	9
chr1	4755000	4757000	7
chr1	4757000	4759000	6
chr1	4759000	4760000	7
chr1	4760000	4762000	4
chr1	4762000	4773000	3
chr1	4789000	4791000	1
chr1	4791000	4826000	2
chr1	4826000	4839000	1
chr1	4952000	4953000	4
chr1	4953000	4954000	6
chr1	4954000	4973000	8
chr1	4973000	4977000	7
chr1	4977000	4981000	5
chr1	4981000	4989000	3
chr1	4989000	4992000	4
chr1	4992000	5002000	2
chr1	5002000	5012000	1
chr1	5012000	5013000	3
chr1	5013000	5021000	4
chr1	5021000	5022000	5
chr1	5022000	5025000	8
chr1	5025000	5037000	7
chr1	5037000	5038000	8
chr1	5038000	5040000	7
chr1	5040000	5052000	5
chr1	5052000	5053000	6
chr1	5053000	5054000	10
chr1	5054000	5055000	15
chr1	5055000	5078000	58
chr1	5078000	5083000	57
chr1	5083000	5084000	32
chr1	5084000	5085000	10
chr1	5085000	5087000	4
chr1	5087000	5088000	3
chr1	5088000	5093000	2
chr1	5093000	5118000	3
chr1	5118000	5138000	2
chr1	5138000	5139000	5
chr1	5139000	5144000	4
chr1	5144000	5162000	8
chr1	5162000	5164000	6
chr1	5164000	5181000	5
chr1	5181000	5182000	8
chr1	5182000	5192000	10
chr1	5192000	5193000	15
chr1	5193000	5194000	17
chr1	5194000	5205000	16
chr1	5205000	5219000	15
chr1	5219000	5221000	9
chr1	5221000	5231000	7
chr1	5231000	5250000	8
chr1	5250000	5258000	6
chr1	5258000	5259000	5
chr1	5259000	5267000	4
chr1	5267000	5268000	5
chr1	5268000	5269000	6
chr1	5269000	5270000	7
chr1	5270000	5271000	12
chr1	5271000	5295000	16
chr1	5295000	5308000	15
chr1	5308000	5309000	14
chr1	5309000	5311000	13
chr1	5311000	5318000	6
chr1	5318000	5319000	4
chr1	5319000	5323000	3
chr1	5882000	5900000	1
chr1	5900000	5909000	2
chr1	5909000	5912000	3
chr1	5912000	5914000	5
chr1	5914000	6045000	13
chr1	6045000	6050000	12
chr1	6050000	6051000	9
chr1	6051000	6054000	7
chr1	6054000	6060000	5
chr1	6060000	6086000	4
chr1	6086000	6088000	3
chr1	6143000	6144000	1
chr1	6144000	6151000	2
chr1	6151000	6152000	3
chr1	6152000	6153000	4
chr1	6153000	6155000	6
chr1	6155000	6156000	10
chr1	6156000	6157000	13
chr1	6157000	6184000	74
chr1	6184000	6190000	66
chr1	6190000	6192000	65
chr1	6192000	6193000	15
chr1	6193000	6194000	12
chr1	6194000	6195000	11
chr1	6195000	6197000	9
chr1	6197000	6198000	7
chr1	6198000	6199000	5
chr1	6199000	6201000	3
chr1	6201000	6202000	2
chr1	6585000	6627000	2
chr1	6627000	6633000	1
chr1	6795000	6796000	1
chr1	6796000	6844000	3
chr1	6876000	6878000	2
chr1	6878000	6879000	3
chr1	6879000	6881000	6
chr1	6881000	6976000	32
chr1	6976000	6977000	19
chr1	6977000	6979000	4
chr1	6979000	6981000	2
chr1	6981000	6984000	1
chr1	7039000	7086000	1
chr1	7188000	7217000	3
chr1	7217000	7229000	4
chr1	7229000	7234000	5
chr1	7234000	7245000	6
chr1	7245000	7247000	7
chr1	7247000	7248000	6
chr1	7248000	7251000	5
chr1	7251000	7257000	6
chr1	7257000	7258000	7
chr1	7258000	7282000	10
chr1	7282000	7289000	9
chr1	7289000	7324000	5
chr1	7324000	7327000	6
chr1	7327000	7329000	5
chr1	7329000	7358000	4
chr1	7358000	7381000	6
chr1	7381000	7395000	4
chr1	7395000	7396000	3
chr1	7396000	7487000	1
chr1	7493000	7514000	4
chr1	7514000	7516000	5
chr1	7516000	7517000	6
chr1	7517000	7536000	10
chr1	7580000	7603000	1
chr1	7819000	7823000	1
chr1	7823000	7824000	6
chr1	7824000	7854000	46
chr1	7854000	7907000	47
chr1	7907000	7908000	21
chr1	7908000	7909000	15
chr1	7909000	7913000	13
chr1	7913000	7914000	11
chr1	7914000	7915000	1
chr1	8991000	9016000	1
chr1	9163000	9215000	1
chr1	9425000	9448000	3
chr1	9448000	9449000	8
chr1	9449000	9452000	13
chr1	9452000	9461000	15
chr1	9461000	9467000	14
chr1	9467000	9469000	12
chr1	9469000	9470000	11
chr1	9470000	9471000	7
chr1	9471000	9494000	6
chr1	9494000	9495000	5
chr1	9495000	9497000	4
chr1	9497000	9508000	3
chr1	9508000	9509000	5
chr1	9509000	9511000	6
chr1	9511000	9512000	5
chr1	9512000	9522000	4
chr1	9522000	9525000	5
chr1	9525000	9538000	6
chr1	9538000	9553000	4
chr1	9553000	9564000	6
chr1	9564000	9567000	4
chr1	9567000	9568000	3
chr1	9568000	9685000	5
chr1	9685000	9686000	3
chr1	9686000	9695000	2
chr1	9695000	9696000	3
chr1	9696000	9720000	4
chr1	9720000	9753000	5
chr1	9753000	9757000	3
chr1	9757000	9758000	4
chr1	9758000	9773000	9
chr1	9773000	9892000	8
chr1	9892000	9894000	5
chr1	9894000	9897000	4
chr1	9897000	9899000	3
chr1	9899000	9900000	2
chr1	9900000	9902000	1
chr1	10099000	10155000	1
chr1	10680000	10734000	1
chr1	10734000	10738000	3
chr1	10738000	10747000	5
chr1	10747000	10752000	6
chr1	10752000	10753000	7
chr1	10753000	10755000	6
chr1	10755000	10757000	8
chr1	10757000	10760000	19
chr1	10760000	10761000	22
chr1	10761000	10762000	25
chr1	10762000	10768000	26
chr1	10768000	10769000	25
chr1	10769000	10780000	24
chr1	10780000	10782000	26
chr1	10782000	10785000	25
chr1	10785000	10789000	24
chr1	10789000	10793000	22
chr1	10793000	10795000	21
chr1	10795000	10804000	20
chr1	10804000	10805000	19
chr1	10805000	10806000	14
chr1	10806000	10807000	15
chr1	10807000	10808000	11
chr1	10808000	10809000	10
chr1	10809000	10810000	9
chr1	10810000	10812000	7
chr1	10812000	10815000	5
chr1	10815000	10820000	3
chr1	10820000	10837000	4
chr1	10837000	10852000	3
chr1	10852000	10853000	2
chr1	10853000	10868000	1
chr1	10876000	10908000	1
chr1	10908000	10909000	2
chr1	10909000	10913000	7
chr1	10913000	10928000	9
chr1	10928000	10930000	6
chr1	10930000	10953000	4
chr1	10953000	11000000	3
chr1	11000000	11001000	2
chr1	11001000	11003000	1
chr1	11113000	11148000	1
chr1	11148000	11149000	3
chr1	11149000	11150000	5
chr1	11150000	11303000	9
chr1	11303000	11304000	4
chr1	11304000	11305000	3
chr1	11305000	11306000	1
chr1	11328000	11390000	1
chr1	11582000	11583000	1
chr1	11583000	11585000	2
chr1	11585000	11588000	6
chr1	11588000	11608000	7
chr1	11608000	11611000	13
chr1	11611000	11615000	14
chr1	11615000	11617000	17
chr1	11617000	11620000	18
chr1	11620000	11628000	17
chr1	11628000	11632000	19
chr1	11632000	11635000	10
chr1	11635000	11639000	9
chr1	11639000	11643000	5
chr1	11643000	11648000	4
chr1	11648000	11661000	4
chr1	11661000	11671000	5
chr1	11671000	11677000	6
chr1	11677000	11678000	5
chr1	11678000	11704000	4
chr1	11704000	11712000	3
chr1	11712000	11725000	2
chr1	11725000	11729000	1
chr1	11796000	11830000	1
chr1	11830000	11862000	7
chr1	11862000	11863000	3
chr1	11863000	11865000	1
chr1	11908000	11946000	1
chr1	11946000	11979000	5
chr1	11979000	11987000	4
chr1	11987000	11988000	5
chr1	11988000	12019000	6
chr1	12019000	12046000	4
chr1	12046000	12081000	9
chr1	12081000	12107000	11
chr1	12107000	12111000	10
chr1	12111000	12128000	8
chr1	12128000	12130000	7
chr1	12154000	12156000	2
chr1	12156000	12175000	6
chr1	12175000	12176000	7
chr1	12176000	12177000	8
chr1	12177000	12178000	3
chr1	12178000	12206000	2
chr1	12206000	12216000	3
chr1	12216000	12233000	4
chr1	12233000	12240000	5
chr1	12240000	12268000	7
chr1	12268000	12269000	5
chr1	12269000	12270000	3
chr1	12270000	12271000	3
chr1	12271000	12272000	4
chr1	12272000	12278000	6
chr1	12278000	12281000	5
chr1	12281000	12282000	6
chr1	12282000	12584000	5
chr1	12584000	12585000	4
chr1	12585000	12586000	3
chr1	12586000	12591000	6
chr1	12591000	12593000	7
chr1	12593000	12594000	8
chr1	12594000	12597000	10
chr1	12597000	12599000	11
chr1	12599000	12600000	9
chr1	12600000	12601000	10
chr1	12601000	12602000	12
chr1	12602000	12604000	18
chr1	12604000	12606000	21
chr1	12606000	12609000	22
chr1	12609000	12614000	23
chr1	12614000	12631000	24
chr1	12631000	12645000	27
chr1	12645000	12650000	26
chr1	12650000	12651000	22
chr1	12651000	12652000	15
chr1	12652000	12653000	14
chr1	12653000	12654000	11
chr1	12654000	12661000	5
chr1	12661000	12665000	4
chr1	12665000	12685000	2
chr1	12704000	12706000	1
chr1	12706000	12746000	3
chr1	12746000	12750000	2
chr1	12750000	12753000	1
chr1	12769000	12770000	1
chr1	12770000	12771000	7
chr1	12771000	12772000	8
chr1	12772000	12775000	9
chr1	12775000	12776000	10
chr1	12776000	12778000	11
chr1	12778000	12827000	12
chr1	12827000	12848000	11
chr1	13789000	13806000	1
chr1	13806000	13825000	3
chr1	13825000	13826000	4
chr1	13826000	13827000	4
chr1	13827000	13832000	14
chr1	13832000	13834000	16
chr1	13834000	13835000	17
chr1	13835000	13839000	18
chr1	13839000	13842000	22
chr1	13842000	13844000	25
chr1	13844000	13845000	18
chr1	13845000	13871000	19
chr1	13871000	13880000	18
chr1	13880000	13881000	2
chr1	13881000	13882000	1
chr1	13911000	13912000	1
chr1	13912000	13936000	3
chr1	13936000	13947000	2
chr1	13947000	13949000	1
chr1	13949000	13952000	2
chr1	13952000	14001000	1
chr1	14001000	14008000	2
chr1	14008000	14034000	3
chr1	14034000	14035000	6
chr1	14035000	14037000	7
chr1	14037000	14038000	8
chr1	14038000	14039000	10
chr1	14039000	14040000	20
chr1	14040000	14043000	47
chr1	14043000	14046000	48
chr1	14046000	14083000	49
chr1	14083000	14120000	50
chr1	14120000	14122000	52
chr1	14122000	14123000	43
chr1	14123000	14126000	47
chr1	14126000	14127000	43
chr1	14127000	14128000	20
chr1	14128000	14129000	21
chr1	14129000	14130000	22
chr1	14130000	14131000	19
chr1	14131000	14133000	17
chr1	14133000	14136000	16
chr1	14136000	14138000	15
chr1	14138000	14140000	11
chr1	14140000	14151000	10
chr1	14151000	14154000	11
chr1	14154000	14155000	12
chr1	14155000	14158000	9
chr1	14158000	14159000	9
chr1	14159000	14160000	11
chr1	14160000	14161000	11
chr1	14161000	14162000	13
chr1	14162000	14168000	14
chr1	14168000	14170000	15
chr1	14170000	14171000	21
chr1	14171000	14181000	39
chr1	14181000	14190000	38
chr1	14190000	14195000	37
chr1	14195000	14196000	33
chr1	14196000	14197000	32
chr1	14197000	14202000	31
chr1	14202000	14204000	30
chr1	14204000	14205000	11
chr1	14205000	14206000	6
chr1	14206000	14207000	5
chr1	14207000	14208000	4
chr1	14208000	14211000	1
chr1	14211000	14225000	2
chr1	14225000	14226000	3
chr1	14226000	14227000	7
chr1	14227000	14228000	9
chr1	14228000	14234000	10
chr1	14234000	14236000	11
chr1	14236000	14240000	12
chr1	14240000	14243000	14
chr1	14243000	14244000	15
chr1	14244000	14246000	16
chr1	14246000	14248000	17
chr1	14248000	14249000	19
chr1	14249000	14250000	22
chr1	14250000	14289000	31
chr1	14289000	14295000	34
chr1	14295000	14298000	35
chr1	14298000	14314000	34
chr1	14314000	14315000	28
chr1	14315000	14339000	26
chr1	14339000	14342000	25
chr1	14342000	14347000	24
chr1	14347000	14348000	22
chr1	14348000	14351000	21
chr1	14351000	14353000	20
chr1	14353000	14355000	22
chr1	14355000	14377000	25
chr1	14377000	14379000	24
chr1	14379000	14386000	19
chr1	14386000	14388000	18
chr1	14388000	14393000	2
chr1	14393000	14410000	2
chr1	14410000	14446000	1
chr1	14506000	14516000	4
chr1	14516000	14517000	10
chr1	14517000	14521000	11
chr1	14521000	14525000	12
chr1	14525000	14546000	13
chr1	14546000	14560000	14
chr1	14560000	14562000	15
chr1	14562000	14563000	17
chr1	14563000	14570000	18
chr1	14570000	14574000	20
chr1	14574000	14578000	19
chr1	14578000	14582000	14
chr1	14582000	14583000	12
chr1	14583000	14585000	10
chr1	14585000	14619000	9
chr1	14619000	14626000	10
chr1	14626000	14627000	8
chr1	14627000	14628000	9
chr1	14628000	14630000	9
chr1	14630000	14631000	11
chr1	14631000	14632000	20
chr1	14632000	14635000	26
chr1	14635000	14637000	27
chr1	14637000	14639000	30
chr1	14639000	14651000	33
chr1	14651000	14655000	25
chr1	14655000	14667000	23
chr1	14667000	14695000	24
chr1	14695000	14702000	27
chr1	14702000	14704000	20
chr1	14704000	14712000	21
chr1	14712000	14713000	17
chr1	14713000	14714000	11
chr1	14714000	14719000	9
chr1	14719000	14721000	8
chr1	14721000	14727000	7
chr1	14727000	14728000	6
chr1	14728000	14731000	5
chr1	14731000	14732000	4
chr1	14732000	14734000	3
chr1	14734000	14735000	4
chr1	14735000	14755000	3
chr1	14755000	14756000	5
chr1	14756000	14784000	9
chr1	14784000	14788000	10
chr1	14788000	14789000	11
chr1	14789000	14791000	14
chr1	14791000	14792000	19
chr1	14792000	14793000	20
chr1	14793000	14794000	24
chr1	14794000	14809000	27
chr1	14809000	14812000	25
chr1	14812000	14813000	27
chr1	14813000	14815000	28
chr1	14815000	14816000	29
chr1	14816000	14819000	28
chr1	14819000	14830000	30
chr1	14830000	14831000	31
chr1	14831000	14837000	32
chr1	14837000	14838000	30
chr1	14838000	14840000	31
chr1	14840000	14848000	32
chr1	14848000	14849000	33
chr1	14849000	14850000	34
chr1	14850000	14851000	31
chr1	14851000	14852000	30
chr1	14852000	14854000	28
chr1	14854000	14855000	26
chr1	14855000	14861000	25
chr1	14861000	14862000	13
chr1	14862000	14866000	12
chr1	14866000	14867000	11
chr1	14867000	14868000	8
chr1	14868000	14869000	5
chr1	14869000	14873000	4
chr1	14873000	14881000	3
chr1	14881000	14885000	2
chr1	14885000	14887000	3
chr1	14887000	14888000	2
chr1	14888000	14889000	5
chr1	14889000	14890000	7
chr1	14890000	14891000	8
chr1	14891000	14892000	9
chr1	14892000	14894000	11
chr1	14894000	14901000	12
chr1	14901000	14903000	13
chr1	14903000	14951000	15
chr1	14951000	14956000	14
chr1	14956000	14959000	12
chr1	14959000	14961000	13
chr1	14961000	14963000	12
chr1	14963000	14964000	11
chr1	14964000	14965000	9
chr1	14965000	14983000	7
chr1	14983000	14997000	6
chr1	14997000	15002000	5
chr1	15002000	15011000	13
chr1	15011000	15018000	10
chr1	15018000	15060000	13
chr1	15060000	15062000	12
chr1	15062000	15064000	9
chr1	15064000	15065000	8
chr1	15065000	15067000	7
chr1	15067000	15070000	6
chr1	15070000	15071000	3
chr1	15071000	15072000	2
chr1	15072000	15073000	1
chr1	15112000	15143000	1
chr1	15152000	15159000	1
chr1	15159000	15160000	2
chr1	15160000	15164000	3
chr1	15164000	15182000	4
chr1	15182000	15184000	2
chr1	15216000	15217000	2
chr1	15217000	15224000	3
chr1	15224000	15249000	4
chr1	15249000	15250000	3
chr1	15250000	15277000	2
chr1	15277000	15278000	1
chr1	15311000	15312000	1
chr1	15312000	15333000	6
chr1	15333000	15342000	5
chr1	15342000	15345000	4
chr1	15345000	15348000	7
chr1	15348000	15349000	8
chr1	15349000	15350000	9
chr1	15350000	15359000	10
chr1	15359000	15366000	9
chr1	15366000	15370000	6
chr1	15370000	15371000	7
chr1	15371000	15372000	9
chr1	15372000	15373000	11
chr1	15373000	15375000	10
chr1	15375000	15376000	11
chr1	15376000	15391000	10
chr1	15391000	15403000	12
chr1	15403000	15418000	11
chr1	15418000	15421000	10
chr1	15421000	15426000	9
chr1	15426000	15429000	6
chr1	15429000	15430000	3
chr1	15430000	15434000	2
chr1	15434000	15470000	1
chr1	15470000	15472000	3
chr1	15472000	15495000	5
chr1	15495000	15506000	6
chr1	15506000	15507000	4
chr1	15507000	15559000	3
chr1	15559000	15565000	5
chr1	15565000	15567000	6
chr1	15567000	15568000	3
chr1	15568000	15570000	10
chr1	15570000	15571000	14
chr1	15571000	15602000	21
chr1	15602000	15605000	20
chr1	15605000	15612000	11
chr1	15612000	15613000	8
chr1	15613000	15614000	6
chr1	15614000	15615000	4
chr1	15615000	15617000	2
chr1	15617000	15669000	1
chr1	15764000	15791000	1
chr1	15791000	15792000	2
chr1	15792000	15885000	7
chr1	15885000	15886000	2
chr1	15928000	15931000	1
chr1	15931000	15939000	2
